BIO;Bio-Rad Laboratories;/stocks/charts/BIO/bio-rad-laboratories/stock-price-history
BLK;BlackRock;/stocks/charts/BLK/blackrock/stock-price-history
BA;Boeing;/stocks/charts/BA/boeing/stock-price-history
BKNG;Booking Holdings;/stocks/charts/BKNG/booking-holdings/stock-price-history
BWA;BorgWarner;/stocks/charts/BWA/borgwarner/stock-price-history
BXP;Boston Properties;/stocks/charts/BXP/boston-properties/stock-price-history
BMY;Bristol Myers Squibb;/stocks/charts/BMY/bristol-myers-squibb/stock-price-history
AVGO;Broadcom;/stocks/charts/AVGO/broadcom/stock-price-history
BR;Broadridge Financial Solutions;/stocks/charts/BR/broadridge-financial-solutions/stock-price-history
COG;Cabot Oil & Gas;/stocks/charts/COG/cabot-oil-gas/stock-price-history
CPB;Campbell Soup;/stocks/charts/CPB/campbell-soup/stock-price-history
COF;Capital One Financial;/stocks/charts/COF/capital-one-financial/stock-price-history
CCL;Carnival;/stocks/charts/CCL/carnival/stock-price-history
CARR;Carrier Global;/stocks/charts/CARR/carrier-global/stock-price-history
CAT;Caterpillar;/stocks/charts/CAT/caterpillar/stock-price-history
CDW;CDW;/stocks/charts/CDW/cdw/stock-price-history
CE;Celanese;/stocks/charts/CE/celanese/stock-price-history
CNC;Centene;/stocks/charts/CNC/centene/stock-price-history
CNP;CenterPoint Energy;/stocks/charts/CNP/centerpoint-energy/stock-price-history
CERN;Cerner;/stocks/charts/CERN/cerner/stock-price-history
CF;CF Industries Holdings;/stocks/charts/CF/cf-industries-holdings/stock-price-history
SCHW;Charles Schwab;/stocks/charts/SCHW/charles-schwab/stock-price-history
CHTR;Charter Communications;/stocks/charts/CHTR/charter-communications/stock-price-history
CVX;Chevron;/stocks/charts/CVX/chevron/stock-price-history
CMG;Chipotle Mexican Grill;/stocks/charts/CMG/chipotle-mexican-grill/stock-price-history
CB;Chubb;/stocks/charts/CB/chubb/stock-price-history
CI;Cigna;/stocks/charts/CI/cigna/stock-price-history
CINF;Cincinnati Financial;/stocks/charts/CINF/cincinnati-financial/stock-price-history
CSCO;Cisco;/stocks/charts/CSCO/cisco/stock-price-history
C;Citigroup;/stocks/charts/C/citigroup/stock-price-history
CFG;Citizens Financial;/stocks/charts/CFG/citizens-financial/stock-price-history
CTXS;Citrix Systems;/stocks/charts/CTXS/citrix-systems/stock-price-history
CME;CME Group;/stocks/charts/CME/cme-group/stock-price-history
KO;CocaCola;/stocks/charts/KO/cocacola/stock-price-history
CTSH;Cognizant Technology Solutions;/stocks/charts/CTSH/cognizant-technology-solutions/stock-price-history
CL;Colgate-Palmolive;/stocks/charts/CL/colgate-palmolive/stock-price-history
CMCSA;Comcast;/stocks/charts/CMCSA/comcast/stock-price-history
CXO;Concho Resources;/stocks/charts/CXO/concho-resources/stock-price-history
COP;ConocoPhillips;/stocks/charts/COP/conocophillips/stock-price-history
ED;Consolidated Edison Inc;/stocks/charts/ED/consolidated-edison-inc/stock-price-history
STZ;Constellation Brands Inc;/stocks/charts/STZ/constellation-brands-inc/stock-price-history
CPRT;Copart;/stocks/charts/CPRT/copart/stock-price-history
CTVA;Corteva;/stocks/charts/CTVA/corteva/stock-price-history
COST;Costco;/stocks/charts/COST/costco/stock-price-history
COTY;Coty;/stocks/charts/COTY/coty/stock-price-history
CCI;Crown Castle;/stocks/charts/CCI/crown-castle/stock-price-history
CSX;CSX;/stocks/charts/CSX/csx/stock-price-history
CMI;Cummins;/stocks/charts/CMI/cummins/stock-price-history
CVS;CVS Health;/stocks/charts/CVS/cvs-health/stock-price-history
DHI;D.R Horton;/stocks/charts/DHI/dr-horton/stock-price-history
DHR;Danaher;/stocks/charts/DHR/danaher/stock-price-history
DVA;DaVita;/stocks/charts/DVA/davita/stock-price-history
DE;Deere;/stocks/charts/DE/deere/stock-price-history
DAL;Delta Air Lines;/stocks/charts/DAL/delta-air-lines/stock-price-history
XRAY;DENTSPLY SIRONA;/stocks/charts/XRAY/dentsply-sirona/stock-price-history
DVN;Devon Energy;/stocks/charts/DVN/devon-energy/stock-price-history
FANG;Diamondback Energy;/stocks/charts/FANG/diamondback-energy/stock-price-history
DFS;Discover Financial Services;/stocks/charts/DFS/discover-financial-services/stock-price-history
DISCA;Discovery;/stocks/charts/DISCA/discovery/stock-price-history
DISCK;Discovery Communications;/stocks/charts/DISCK/discovery-communications/stock-price-history
DISH;DISH Network;/stocks/charts/DISH/dish-network/stock-price-history
DLTR;Dollar Tree;/stocks/charts/DLTR/dollar-tree/stock-price-history
D;Dominion Energy;/stocks/charts/D/dominion-energy/stock-price-history
DPZ;Domino's Pizza Inc;/stocks/charts/DPZ/dominos-pizza-inc/stock-price-history
DOV;Dover;/stocks/charts/DOV/dover/stock-price-history
DOW;Dow;/stocks/charts/DOW/dow/stock-price-history
DTE;DTE Energy;/stocks/charts/DTE/dte-energy/stock-price-history
DUK;Duke Energy;/stocks/charts/DUK/duke-energy/stock-price-history
DRE;Duke Realty;/stocks/charts/DRE/duke-realty/stock-price-history
DD;DuPont De Nemours;/stocks/charts/DD/dupont-de-nemours/stock-price-history
DXC;DXC Technology;/stocks/charts/DXC/dxc-technology/stock-price-history
EMN;Eastman Chemical;/stocks/charts/EMN/eastman-chemical/stock-price-history
ETN;Eaton;/stocks/charts/ETN/eaton/stock-price-history
ECL;Ecolab;/stocks/charts/ECL/ecolab/stock-price-history
EIX;Edison;/stocks/charts/EIX/edison/stock-price-history
EA;Electronic Arts;/stocks/charts/EA/electronic-arts/stock-price-history
EMR;Emerson Electric;/stocks/charts/EMR/emerson-electric/stock-price-history
ETR;Entergy;/stocks/charts/ETR/entergy/stock-price-history
EOG;EOG Resources;/stocks/charts/EOG/eog-resources/stock-price-history
EFX;Equifax;/stocks/charts/EFX/equifax/stock-price-history
EQIX;Equinix;/stocks/charts/EQIX/equinix/stock-price-history
EQR;Equity Residential;/stocks/charts/EQR/equity-residential/stock-price-history
ESS;Essex Property Trust;/stocks/charts/ESS/essex-property-trust/stock-price-history
EL;Estee Lauder;/stocks/charts/EL/estee-lauder/stock-price-history
RE;Everest Re Group;/stocks/charts/RE/everest-re-group/stock-price-history
EVRG;Evergy;/stocks/charts/EVRG/evergy/stock-price-history
ES;Eversource Energy;/stocks/charts/ES/eversource-energy/stock-price-history
EXC;Exelon;/stocks/charts/EXC/exelon/stock-price-history
EXPD;Expeditors Of Washington;/stocks/charts/EXPD/expeditors-of-washington/stock-price-history
EXR;Extra Space Storage Inc;/stocks/charts/EXR/extra-space-storage-inc/stock-price-history
XOM;Exxon;/stocks/charts/XOM/exxon/stock-price-history
FFIV;F5 Networks;/stocks/charts/FFIV/f5-networks/stock-price-history
FB;Facebook;/stocks/charts/FB/facebook/stock-price-history
FAST;Fastenal;/stocks/charts/FAST/fastenal/stock-price-history
FRT;Federal Realty Investment Trust;/stocks/charts/FRT/federal-realty-investment-trust/stock-price-history
FDX;FedEx;/stocks/charts/FDX/fedex/stock-price-history
FIS;Fidelity National Information Services;/stocks/charts/FIS/fidelity-national-information-services/stock-price-history
FITB;Fifth Third Bancorp;/stocks/charts/FITB/fifth-third-bancorp/stock-price-history
FISV;Fiserv;/stocks/charts/FISV/fiserv/stock-price-history
FLT;FleetCor Technologies;/stocks/charts/FLT/fleetcor-technologies/stock-price-history
FLIR;FLIR Systems;/stocks/charts/FLIR/flir-systems/stock-price-history
FLS;Flowserve;/stocks/charts/FLS/flowserve/stock-price-history
FMC;FMC;/stocks/charts/FMC/fmc/stock-price-history
F;Ford Motor;/stocks/charts/F/ford-motor/stock-price-history
FTNT;Fortinet;/stocks/charts/FTNT/fortinet/stock-price-history
FTV;Fortive;/stocks/charts/FTV/fortive/stock-price-history
FBHS;Fortune Brands Home & Security;/stocks/charts/FBHS/fortune-brands-home-security/stock-price-history
FOX;Fox;/stocks/charts/FOX/fox/stock-price-history
BEN;Franklin Resources;/stocks/charts/BEN/franklin-resources/stock-price-history
FCX;Freeport-McMoRan;/stocks/charts/FCX/freeport-mcmoran/stock-price-history
GPS;Gap;/stocks/charts/GPS/gap/stock-price-history
GRMN;Garmin;/stocks/charts/GRMN/garmin/stock-price-history
IT;Gartner;/stocks/charts/IT/gartner/stock-price-history
GD;General Dynamics;/stocks/charts/GD/general-dynamics/stock-price-history
GE;General Electric;/stocks/charts/GE/general-electric/stock-price-history
GIS;General Mills;/stocks/charts/GIS/general-mills/stock-price-history
GM;General Motors;/stocks/charts/GM/general-motors/stock-price-history
GPC;Genuine Parts;/stocks/charts/GPC/genuine-parts/stock-price-history
GILD;Gilead Sciences;/stocks/charts/GILD/gilead-sciences/stock-price-history
GPN;Global Payments;/stocks/charts/GPN/global-payments/stock-price-history
GL;Globe Life;/stocks/charts/GL/globe-life/stock-price-history
GS;Goldman Sachs;/stocks/charts/GS/goldman-sachs/stock-price-history
HRB;H&R Block;/stocks/charts/HRB/h-r-block/stock-price-history
HAL;Halliburton;/stocks/charts/HAL/halliburton/stock-price-history
HIG;Hartford Financial Services;/stocks/charts/HIG/hartford-financial-services/stock-price-history
HCA;HCA Healthcare;/stocks/charts/HCA/hca-healthcare/stock-price-history
PEAK;Healthpeak Properties;/stocks/charts/PEAK/healthpeak-properties/stock-price-history
HES;Hess;/stocks/charts/HES/hess/stock-price-history
HPE;Hewlett Packard Enterprise;/stocks/charts/HPE/hewlett-packard-enterprise/stock-price-history
HLT;Hilton Worldwide Holdings;/stocks/charts/HLT/hilton-worldwide-holdings/stock-price-history
HFC;HollyFrontier;/stocks/charts/HFC/hollyfrontier/stock-price-history
HD;Home Depot;/stocks/charts/HD/home-depot/stock-price-history
HON;Honeywell;/stocks/charts/HON/honeywell/stock-price-history
HRL;Hormel Foods;/stocks/charts/HRL/hormel-foods/stock-price-history
HWM;Howmet Aerospace;/stocks/charts/HWM/howmet-aerospace/stock-price-history
HPQ;HP;/stocks/charts/HPQ/hp/stock-price-history
HBAN;Huntington Bancshares;/stocks/charts/HBAN/huntington-bancshares/stock-price-history
HII;Huntington Ingalls Industries;/stocks/charts/HII/huntington-ingalls-industries/stock-price-history
IEX;IDEX;/stocks/charts/IEX/idex/stock-price-history
IDXX;IDEXX Laboratories;/stocks/charts/IDXX/idexx-laboratories/stock-price-history
INFO;IHS Markit;/stocks/charts/INFO/ihs-markit/stock-price-history
ITW;Illinois Tool Works;/stocks/charts/ITW/illinois-tool-works/stock-price-history
IR;Ingersoll Rand;/stocks/charts/IR/ingersoll-rand/stock-price-history
INTC;Intel;/stocks/charts/INTC/intel/stock-price-history
ICE;Intercontinental Exchange;/stocks/charts/ICE/intercontinental-exchange/stock-price-history
IBM;IBM;/stocks/charts/IBM/ibm/stock-price-history
IFF;International Flavors & Fragrances;/stocks/charts/IFF/international-flavors-fragrances/stock-price-history
IPG;Interpublic Group Of;/stocks/charts/IPG/interpublic-group-of/stock-price-history
INTU;Intuit;/stocks/charts/INTU/intuit/stock-price-history
ISRG;Intuitive Surgical;/stocks/charts/ISRG/intuitive-surgical/stock-price-history
IPGP;IPG Photonics;/stocks/charts/IPGP/ipg-photonics/stock-price-history
IRM;Iron Mountain;/stocks/charts/IRM/iron-mountain/stock-price-history
JBHT;J.B Hunt Transport Services;/stocks/charts/JBHT/jb-hunt-transport-services/stock-price-history
JKHY;Jack Henry & Associates;/stocks/charts/JKHY/jack-henry-associates/stock-price-history
J;Jacobs Engineering Group;/stocks/charts/J/jacobs-engineering-group/stock-price-history
JNJ;Johnson & Johnson;/stocks/charts/JNJ/johnson-johnson/stock-price-history
JPM;JPMorgan Chase;/stocks/charts/JPM/jpmorgan-chase/stock-price-history
JNPR;Juniper Networks;/stocks/charts/JNPR/juniper-networks/stock-price-history
KEY;KeyCorp;/stocks/charts/KEY/keycorp/stock-price-history
KMB;Kimberly-Clark;/stocks/charts/KMB/kimberly-clark/stock-price-history
KIM;Kimco Realty;/stocks/charts/KIM/kimco-realty/stock-price-history
KMI;Kinder Morgan;/stocks/charts/KMI/kinder-morgan/stock-price-history
KLAC;KLA;/stocks/charts/KLAC/kla/stock-price-history
KSS;Kohl's;/stocks/charts/KSS/kohls/stock-price-history
KHC;Kraft Heinz;/stocks/charts/KHC/kraft-heinz/stock-price-history
KR;Kroger;/stocks/charts/KR/kroger/stock-price-history
LB;L Brands;/stocks/charts/LB/l-brands/stock-price-history
LRCX;Lam Research;/stocks/charts/LRCX/lam-research/stock-price-history
LW;Lamb Weston Holdings;/stocks/charts/LW/lamb-weston-holdings/stock-price-history
LVS;Las Vegas Sands;/stocks/charts/LVS/las-vegas-sands/stock-price-history
LEG;Leggett & Plattorporated;/stocks/charts/LEG/leggett-plattorporated/stock-price-history
LDOS;Leidos Holdings;/stocks/charts/LDOS/leidos-holdings/stock-price-history
LEN;Lennar;/stocks/charts/LEN/lennar/stock-price-history
LLY;Eli Lilly;/stocks/charts/LLY/eli-lilly/stock-price-history
LNC;Lincoln National;/stocks/charts/LNC/lincoln-national/stock-price-history
LIN;Linde;/stocks/charts/LIN/linde/stock-price-history
LYV;Live Nation Entertainment;/stocks/charts/LYV/live-nation-entertainment/stock-price-history
LKQ;LKQ;/stocks/charts/LKQ/lkq/stock-price-history
LMT;Lockheed Martin;/stocks/charts/LMT/lockheed-martin/stock-price-history
L;Loews;/stocks/charts/L/loews/stock-price-history
LOW;Lowe's;/stocks/charts/LOW/lowes/stock-price-history
LYB;LyondellBasell Industries;/stocks/charts/LYB/lyondellbasell-industries/stock-price-history
MTB;M&T Bank;/stocks/charts/MTB/m-t-bank/stock-price-history
MRO;Marathon Oil;/stocks/charts/MRO/marathon-oil/stock-price-history
MAR;Marriott;/stocks/charts/MAR/marriott/stock-price-history
MLM;Martin Marietta Materials;/stocks/charts/MLM/martin-marietta-materials/stock-price-history
MAS;Masco;/stocks/charts/MAS/masco/stock-price-history
MA;Mastercard;/stocks/charts/MA/mastercard/stock-price-history
MXIM;Maxim Integrated Products;/stocks/charts/MXIM/maxim-integrated-products/stock-price-history
MKC;McCormickorporated;/stocks/charts/MKC/mccormickorporated/stock-price-history
MCD;McDonald's;/stocks/charts/MCD/mcdonalds/stock-price-history
MCK;McKesson;/stocks/charts/MCK/mckesson/stock-price-history
MDT;Medtronic;/stocks/charts/MDT/medtronic/stock-price-history
MRK;Merck;/stocks/charts/MRK/merck/stock-price-history
MET;MetLife;/stocks/charts/MET/metlife/stock-price-history
MTD;Mettler-Toledo;/stocks/charts/MTD/mettler-toledo/stock-price-history
MGM;MGM Resorts;/stocks/charts/MGM/mgm-resorts/stock-price-history
MU;Micron Technology;/stocks/charts/MU/micron-technology/stock-price-history
MSFT;Microsoft;/stocks/charts/MSFT/microsoft/stock-price-history
MAA;Mid-America Apartment Communities;/stocks/charts/MAA/mid-america-apartment-communities/stock-price-history
MHK;Mohawk Industries;/stocks/charts/MHK/mohawk-industries/stock-price-history
MDLZ;Mondelez;/stocks/charts/MDLZ/mondelez/stock-price-history
MNST;Monster Beverage;/stocks/charts/MNST/monster-beverage/stock-price-history
MS;Morgan Stanley;/stocks/charts/MS/morgan-stanley/stock-price-history
MSI;Motorola Solutions;/stocks/charts/MSI/motorola-solutions/stock-price-history
NDAQ;Nasdaq;/stocks/charts/NDAQ/nasdaq/stock-price-history
NOV;NOV;/stocks/charts/NOV/nov/stock-price-history
NTAP;NetApp;/stocks/charts/NTAP/netapp/stock-price-history
NFLX;Netflix;/stocks/charts/NFLX/netflix/stock-price-history
NWL;Newell Brands;/stocks/charts/NWL/newell-brands/stock-price-history
NEM;Newmont;/stocks/charts/NEM/newmont/stock-price-history
NWSA;News;/stocks/charts/NWSA/news/stock-price-history
NEE;NextEra Energy;/stocks/charts/NEE/nextera-energy/stock-price-history
NLSN;Nielsen Holdings Plc;/stocks/charts/NLSN/nielsen-holdings-plc/stock-price-history
NKE;NIKE;/stocks/charts/NKE/nike/stock-price-history
NI;NiSource;/stocks/charts/NI/nisource/stock-price-history
NSC;Norfolk Southern;/stocks/charts/NSC/norfolk-southern/stock-price-history
NOC;Northrop Grumman;/stocks/charts/NOC/northrop-grumman/stock-price-history
NLOK;NortonLifeLock;/stocks/charts/NLOK/nortonlifelock/stock-price-history
NCLH;Norwegian Cruise Line Holdings;/stocks/charts/NCLH/norwegian-cruise-line-holdings/stock-price-history
NRG;NRG Energy;/stocks/charts/NRG/nrg-energy/stock-price-history
NUE;Nucor;/stocks/charts/NUE/nucor/stock-price-history
NVDA;NVIDIA;/stocks/charts/NVDA/nvidia/stock-price-history
NVR;NVR;/stocks/charts/NVR/nvr/stock-price-history
OXY;Occidental Petroleum;/stocks/charts/OXY/occidental-petroleum/stock-price-history
ODFL;Old Dominion Freight Line;/stocks/charts/ODFL/old-dominion-freight-line/stock-price-history
OKE;ONEOK;/stocks/charts/OKE/oneok/stock-price-history
ORCL;Oracle;/stocks/charts/ORCL/oracle/stock-price-history
OTIS;Otis Worldwide;/stocks/charts/OTIS/otis-worldwide/stock-price-history
PCAR;PACCAR;/stocks/charts/PCAR/paccar/stock-price-history
PH;Parker-Hannifin;/stocks/charts/PH/parker-hannifin/stock-price-history
PAYX;Paychex;/stocks/charts/PAYX/paychex/stock-price-history
PAYC;Paycom Software;/stocks/charts/PAYC/paycom-software/stock-price-history
PYPL;PayPal Holdings;/stocks/charts/PYPL/paypal-holdings/stock-price-history
PNR;Pentair;/stocks/charts/PNR/pentair/stock-price-history
PBCT;People's United Financial;/stocks/charts/PBCT/peoples-united-financial/stock-price-history
PEP;PepsiCo;/stocks/charts/PEP/pepsico/stock-price-history
PKI;PerkinElmer;/stocks/charts/PKI/perkinelmer/stock-price-history
PFE;Pfizer;/stocks/charts/PFE/pfizer/stock-price-history
PM;Philip Morris;/stocks/charts/PM/philip-morris/stock-price-history
PSX;Phillips 66;/stocks/charts/PSX/phillips-66/stock-price-history
PXD;Pioneer Natural Resources;/stocks/charts/PXD/pioneer-natural-resources/stock-price-history
PNC;PNC Financial Services;/stocks/charts/PNC/pnc-financial-services/stock-price-history
PPG;PPG Industries;/stocks/charts/PPG/ppg-industries/stock-price-history
PPL;PPL;/stocks/charts/PPL/ppl/stock-price-history
PFG;Principal Financial;/stocks/charts/PFG/principal-financial/stock-price-history
PG;Procter & Gamble;/stocks/charts/PG/procter-gamble/stock-price-history
PLD;Prologis;/stocks/charts/PLD/prologis/stock-price-history
PRU;Prudential Financial;/stocks/charts/PRU/prudential-financial/stock-price-history
PEG;Public Service Enterprise Group;/stocks/charts/PEG/public-service-enterprise-group/stock-price-history
PSA;Public Storage;/stocks/charts/PSA/public-storage/stock-price-history
PHM;PulteGroup;/stocks/charts/PHM/pultegroup/stock-price-history
PVH;PVH;/stocks/charts/PVH/pvh/stock-price-history
QCOM;QUALCOMM;/stocks/charts/QCOM/qualcomm/stock-price-history
RL;Ralph Lauren;/stocks/charts/RL/ralph-lauren/stock-price-history
RJF;Raymond James Financial;/stocks/charts/RJF/raymond-james-financial/stock-price-history
RTX;Raytheon Technologies;/stocks/charts/RTX/raytheon-technologies/stock-price-history
REG;Regency Centers;/stocks/charts/REG/regency-centers/stock-price-history
RF;Regions Financial;/stocks/charts/RF/regions-financial/stock-price-history
RSG;Republic Services;/stocks/charts/RSG/republic-services/stock-price-history
RMD;ResMed;/stocks/charts/RMD/resmed/stock-price-history
ROK;Rockwell Automation;/stocks/charts/ROK/rockwell-automation/stock-price-history
ROL;Rollins;/stocks/charts/ROL/rollins/stock-price-history
ROP;Roper Technologies;/stocks/charts/ROP/roper-technologies/stock-price-history
ROST;Ross Stores;/stocks/charts/ROST/ross-stores/stock-price-history
SPGI;S&P Global;/stocks/charts/SPGI/s-p-global/stock-price-history
CRM;Salesforce, Inc;/stocks/charts/CRM/salesforce,-inc/stock-price-history
SBAC;SBA Communications;/stocks/charts/SBAC/sba-communications/stock-price-history
SLB;Schlumberger;/stocks/charts/SLB/schlumberger/stock-price-history
STX;Seagate Technology;/stocks/charts/STX/seagate-technology/stock-price-history
SRE;Sempra Energy;/stocks/charts/SRE/sempra-energy/stock-price-history
NOW;ServiceNow;/stocks/charts/NOW/servicenow/stock-price-history
SHW;Sherwin-Williams;/stocks/charts/SHW/sherwin-williams/stock-price-history
SPG;Simon Property;/stocks/charts/SPG/simon-property/stock-price-history
SLG;SL Green Realty;/stocks/charts/SLG/sl-green-realty/stock-price-history
SNA;Snap-On;/stocks/charts/SNA/snap-on/stock-price-history
SO;Southern;/stocks/charts/SO/southern/stock-price-history
SBUX;Starbucks;/stocks/charts/SBUX/starbucks/stock-price-history
STE;STERIS;/stocks/charts/STE/steris/stock-price-history
SYK;Stryker;/stocks/charts/SYK/stryker/stock-price-history
SIVB;SVB Financial Group;/stocks/charts/SIVB/svb-financial-group/stock-price-history
SNPS;Synopsys;/stocks/charts/SNPS/synopsys/stock-price-history
SYY;Sysco;/stocks/charts/SYY/sysco/stock-price-history
TMUS;T-Mobile US;/stocks/charts/TMUS/t-mobile-us/stock-price-history
TROW;T Rowe Price;/stocks/charts/TROW/t-rowe-price/stock-price-history
TTWO;Take-Two Interactive Software;/stocks/charts/TTWO/take-two-interactive-software/stock-price-history
TPR;Tapestry;/stocks/charts/TPR/tapestry/stock-price-history
TGT;Target;/stocks/charts/TGT/target/stock-price-history
TEL;TE Connectivity;/stocks/charts/TEL/te-connectivity/stock-price-history
FTI;TechnipFMC;/stocks/charts/FTI/technipfmc/stock-price-history
TFX;Teleflex;/stocks/charts/TFX/teleflex/stock-price-history
TXN;Texas Instruments;/stocks/charts/TXN/texas-instruments/stock-price-history
TXT;Textron;/stocks/charts/TXT/textron/stock-price-history
BK;Bank Of New York Mellon;/stocks/charts/BK/bank-of-new-york-mellon/stock-price-history
CLX;Clorox;/stocks/charts/CLX/clorox/stock-price-history
COO;Cooper;/stocks/charts/COO/cooper/stock-price-history
HSY;Hershey;/stocks/charts/HSY/hershey/stock-price-history
MOS;Mosaic;/stocks/charts/MOS/mosaic/stock-price-history
TRV;Travelers;/stocks/charts/TRV/travelers/stock-price-history
DIS;Disney;/stocks/charts/DIS/disney/stock-price-history
TMO;Thermo Fisher Scientific;/stocks/charts/TMO/thermo-fisher-scientific/stock-price-history
TJX;TJX;/stocks/charts/TJX/tjx/stock-price-history
TSCO;Tractor Supply;/stocks/charts/TSCO/tractor-supply/stock-price-history
TDG;Transdigm Group;/stocks/charts/TDG/transdigm-group/stock-price-history
TFC;Truist Financial;/stocks/charts/TFC/truist-financial/stock-price-history
TWTR;Twitter;/stocks/charts/TWTR/twitter/stock-price-history
TYL;Tyler Technologies;/stocks/charts/TYL/tyler-technologies/stock-price-history
TSN;Tyson Foods;/stocks/charts/TSN/tyson-foods/stock-price-history
USB;U.S Bancorp;/stocks/charts/USB/us-bancorp/stock-price-history
UDR;United Dominion Realty Trust;/stocks/charts/UDR/united-dominion-realty-trust/stock-price-history
UA;Under Armour;/stocks/charts/UA/under-armour/stock-price-history
UNP;Union Pacific;/stocks/charts/UNP/union-pacific/stock-price-history
UAL;United Airlines Holdings Inc;/stocks/charts/UAL/united-airlines-holdings-inc/stock-price-history
UNH;UnitedHealth Group;/stocks/charts/UNH/unitedhealth-group/stock-price-history
UPS;UPS;/stocks/charts/UPS/ups/stock-price-history
URI;United Rentals;/stocks/charts/URI/united-rentals/stock-price-history
UHS;Universal Health Services;/stocks/charts/UHS/universal-health-services/stock-price-history
UNM;Unum Group;/stocks/charts/UNM/unum-group/stock-price-history
VLO;Valero Energy;/stocks/charts/VLO/valero-energy/stock-price-history
